0,1.77788
0.025,0.57124
0.05,0.54274
0.075,0.53375
0.1,0.52823
0.125,0.52454
0.15,0.52201
0.175,0.5203
0.2,0.51922
0.225,0.51865
0.25,0.51851
0.275,0.51876
0.3,0.51936
0.325,0.52028
0.35,0.52151
0.375,0.52303
0.4,0.52484
0.425,0.52694
0.45,0.52932
0.475,0.53198
0.5,0.53494
0.525,0.53821
0.55,0.54179
0.575,0.5457
0.6,0.54998
0.625,0.55463
0.65,0.55971
0.675,0.56526
0.7,0.57134
0.725,0.57802
0.75,0.58543
0.775,0.59371
0.8,0.60307
0.825,0.61383
0.85,0.62647
0.875,0.64179
0.9,0.66137
0.925,0.65925
0.95,0.65734
0.975,0.65561
1,0.65409
1.025,0.67983
1.05,0.69428
1.075,0.69899
1.1,0.69549
1.125,0.68565
1.15,0.67109
1.175,0.65335
1.2,0.63398
1.225,0.61475
1.25,0.59742
1.275,0.58355
1.3,0.57469
1.325,0.56942
1.35,0.56426
1.375,0.5592
1.4,0.55424
1.425,0.54937
1.45,0.54458
1.475,0.53988
1.5,0.53526
1.525,0.53073
1.55,0.52626
1.575,0.52188
1.6,0.51756
1.625,0.51331
1.65,0.50913
1.675,0.50502
1.7,0.50096
1.725,0.49697
1.75,0.49304
1.775,0.48917
1.8,0.48535
1.825,0.4816
1.85,0.47789
1.875,0.47424
1.9,0.47065
1.925,0.4671
1.95,0.46361
1.975,0.46016
2,0.45677
2.025,0.45342
2.05,0.45012
2.075,0.44688
2.1,0.44368
2.125,0.44053
2.15,0.43743
2.175,0.43437
2.2,0.43135
2.225,0.42837
2.25,0.42544
2.275,0.42255
2.3,0.41969
2.325,0.41688
2.35,0.41411
2.375,0.41137
2.4,0.40867
2.425,0.40602
2.45,0.40341
2.475,0.40083
2.5,0.39829
2.525,0.39578
2.55,0.39331
2.575,0.39087
2.6,0.38846
2.625,0.38609
2.65,0.38376
2.675,0.38145
2.7,0.37918
2.725,0.37693
2.75,0.37472
2.775,0.3725
2.8,0.37028
2.825,0.36809
2.85,0.36592
2.875,0.36379
2.9,0.36168
2.925,0.3596
2.95,0.35754
2.975,0.35551
3,0.35351
