0,1.6957
0.025,0.51985
0.05,0.4904
0.075,0.49034
0.1,0.49055
0.125,0.49097
0.15,0.49158
0.175,0.49235
0.2,0.49328
0.225,0.49437
0.25,0.49561
0.275,0.497
0.3,0.49856
0.325,0.50026
0.35,0.50213
0.375,0.50415
0.4,0.50634
0.425,0.50869
0.45,0.51122
0.475,0.51393
0.5,0.51682
0.525,0.5199
0.55,0.5232
0.575,0.5267
0.6,0.53044
0.625,0.53443
0.65,0.53869
0.675,0.54326
0.7,0.54816
0.725,0.55345
0.75,0.5592
0.775,0.5655
0.8,0.57246
0.825,0.58028
0.85,0.58926
0.875,0.59985
0.9,0.61301
0.925,0.61267
0.95,0.61249
0.975,0.61429
1,0.61624
1.025,0.61282
1.05,0.60966
1.075,0.60429
1.1,0.59913
1.125,0.59385
1.15,0.58874
1.175,0.58379
1.2,0.57898
1.225,0.57381
1.25,0.56877
1.275,0.56386
1.3,0.55906
1.325,0.55437
1.35,0.54979
1.375,0.54531
1.4,0.54093
1.425,0.53583
1.45,0.53083
1.475,0.52591
1.5,0.52108
1.525,0.51632
1.55,0.51165
1.575,0.50705
1.6,0.50252
1.625,0.49775
1.65,0.49305
1.675,0.48842
1.7,0.48386
1.725,0.47936
1.75,0.47492
1.775,0.47054
1.8,0.46623
1.825,0.46197
1.85,0.45777
1.875,0.45363
1.9,0.44954
1.925,0.44551
1.95,0.44153
1.975,0.43761
2,0.43373
2.025,0.43004
2.05,0.4264
2.075,0.4228
2.1,0.41925
2.125,0.41576
2.15,0.4123
2.175,0.4089
2.2,0.40554
2.225,0.40222
2.25,0.39895
2.275,0.39572
2.3,0.39254
2.325,0.38939
2.35,0.38629
2.375,0.38323
2.4,0.38021
2.425,0.37723
2.45,0.37429
2.475,0.37138
2.5,0.36852
2.525,0.36569
2.55,0.3629
2.575,0.36014
2.6,0.35742
2.625,0.35474
2.65,0.35209
2.675,0.34947
2.7,0.34689
2.725,0.34434
2.75,0.34183
2.775,0.33935
2.8,0.33689
2.825,0.33447
2.85,0.33208
2.875,0.32972
2.9,0.3274
2.925,0.3251
2.95,0.32283
2.975,0.32058
3,0.31837
